id,loc1,datetime1,loc2,datetime2,stops,distance,details,price,hot deal
12742370," Zanesville, OH"," Jan 19, 07:00 AM EDT"," Bethlehem, PA "," Jan 20, 04:00 AM EDT",,deadhead - distance398.5 mi, live Reefer - 5341445 LB Consumer Goods,bid only,no
12740968," Trenton, MI"," Jan 19, 07:00 AM  -  08:00 AM EDT "," Brookpark, OH "," Jan 19, 02:00 PM  -  02:00 PM EDT ",,deadhead - distance145.1 mi, live Van - 53 Feet44200 LB Salt, $539.68 ,no
12740927," Trenton, MI"," Jan 19, 07:00 AM  -  08:00 AM EDT "," Brook Park, OH "," Jan 20, 03:00 PM  -  03:00 PM EDT ",,deadhead - distance145.1 mi, live Van - 53 Feet44200 LB Salt, $539.68 ,no
12738499," Plainfield, IN"," Jan 19, 07:00 AM CDT"," Whitestown, IN "," Jan 19, 11:30 AM EDT",,deadhead - distance28 mi, live Reefer25000 LB Medical Suppli..., $433.78 ,no
12735476," Minneapolis, MN"," Jan 19, 06:00 AM  -  03:30 PM CDT "," Appleton, WI "," Jan 20, 07:00 AM  -  07:00 PM CDT ",,deadhead - distance268 mi, live Flatbed or Step Deck44946 LB Building Mater..., $805.81 ,no
12734718," Naperville, IL"," Jan 19, 07:00 AM  -  11:00 AM CDT "," Bluffton, IN "," Jan 21, 08:30 AM  -  08:30 AM EDT ",,deadhead - distance203.5 mi, live Van20000 LB Aluminum Trays, $808.65 ,yes
12729945," Medina, OH"," Jan 19, 06:00 AM  -  05:00 PM EDT "," Irving, TX "," Jan 23, 05:00 AM  -  07:30 PM CDT ",,deadhead - distance1145 mi, live Flatbed or Step Deck45540 LB Building Mater...," $2,661.45 ",no
12726420," Lancaster, PA"," Jan 19, 07:00 AM EDT"," Jersey City, NJ "," Jan 19, 12:00 PM EDT",,deadhead - distance1 mi, live Van - 53 Feet20960 LB Food Stuffs, $606.39 ,no
12721253," Randleman, NC"," Jan 19, 07:00 AM  -  11:00 AM EDT "," Decatur, GA "," Jan 20, 06:00 PM EDT", 2 STOPS ,deadhead - distance345.7 mi, live Van - 53 Feet33000 LB Consumer Goods, $821.00 ,no
12715099," Severn, NC"," Jan 19, 07:00 AM  -  07:30 PM EDT "," Greenville, SC "," Jan 20, 08:00 AM  -  08:00 AM EDT ",,deadhead - distance357.9 mi, live Van or Reefer18000 LB Truckload Of P..., $775.88 ,no
12715078," Severn, NC"," Jan 19, 07:00 AM  -  07:00 PM EDT "," Greencastle, PA "," Jan 20, 07:00 AM  -  07:00 AM EDT ",,deadhead - distance302.5 mi, live Van or Reefer22000 LB Truckload Of P..., $796.98 ,no
12715013," Severn, NC"," Jan 19, 07:00 AM  -  07:00 PM EDT "," Salisbury, NC "," Jan 20, 05:00 PM  -  05:00 PM EDT ",,deadhead - distance221.2 mi, live Van or Reefer16000 LB Truckload Of P..., $557.66 ,no
12714408," Allentown, PA"," Jan 19, 07:00 AM  -  09:00 AM EDT "," Savage, MD "," Jan 19, 10:00 AM  -  03:00 PM EDT ",,deadhead - distance148.8 mi, live Van - 53 Feet45279 LB Water, $455.92 ,no
12711430," Antioch, IL"," Jan 19, 06:00 AM  -  07:00 AM CDT "," Franklin, MA "," Jan 23, 04:30 AM  -  04:30 AM EDT ",,deadhead - distance1035.5 mi, live Van30000 LB Aluminum Cookw...," $2,744.00 ",no
12699655 high value load," Reno, NV"," Jan 19, 06:00 AM  -  08:00 AM PDT "," Durant, OK "," Jan 23, 08:00 AM  -  08:00 AM CDT ",,deadhead - distance1649.8 mi, live Van - 53 Feet3060 LB Consumer Goods,quick bid,no
12671687," Union, NJ"," Jan 19, 07:00 AM  -  02:30 PM EDT "," Zanesville, OH "," Jan 20, 08:00 AM EDT",,deadhead - distance464.8 mi, live Van - 53 Feet24100 LB Consumer Goods, $743.06 ,no
12742591," Clinton, TN"," Jan 19, 07:30 AM  -  02:00 PM EDT "," Youngwood, PA "," Jan 20, 09:00 AM EDT",,deadhead - distance489.9 mi, live Van - 53 Feet42397 LB Non-hazmat Che...," $1,106.10 ",no
12742481," Clinton, TN"," Jan 19, 07:30 AM  -  02:00 PM EDT "," Port Huron, MI "," Jan 20, 07:00 AM  -  02:00 PM EDT ",,deadhead - distance551.1 mi, live Van - 53 Feet41845 LB Non-hazmat Che...," $1,119.37 ",no
12730980," Jacksonville, FL"," Jan 19, 07:30 AM EDT"," Medley, FL "," Jan 20, 12:00 PM EDT", 1 STOP ,deadhead - distance361.5 mi, live Reefer - 5324782 LB Food Stuffs," $1,159.81 ",no
12728615," Saint Henry, OH"," Jan 19, 07:30 AM  -  02:00 PM EDT "," Springfield, OH "," Jan 19, 11:59 PM  -  11:59 PM EDT ",,deadhead - distance77.5 mi, live Van - 53 Feet42432 LB Consumer Goods,bid only,no
12720917," Mcdonough, GA"," Jan 19, 07:30 AM EDT"," Douglas, GA "," Jan 19, 08:00 PM EDT",,deadhead - distance178 mi, live Van - 53 Feet42861 LB Landscaping Ma..., $648.01 ,no
12704815," Chillicothe, MO"," Jan 19, 06:30 AM  -  03:30 PM CDT "," Cannon Falls, MN "," Jan 20, 09:00 AM CDT",,deadhead - distance360 mi, live Van - 53 Feet3600 LB Packaging Equi..., $842.73 ,no
12696131," Chicago, IL"," Jan 19, 07:30 AM CDT"," Indianapolis, IN "," Jan 19, 06:00 PM EDT",,deadhead - distance164.5 mi, live Van - 53 Feet23130 LB Texturizing, $681.41 ,no
12655216," Greensboro, NC"," Jan 19, 07:30 AM  -  03:00 PM EDT "," Elizabethtown, NC "," Jan 20, 08:00 AM EDT",,deadhead - distance135.2 mi, live Van or Reefer - 5343120 LB Non Hazmat Che..., $480.64 ,no
12745145," Coal Township, PA"," Jan 19, 08:00 AM  -  04:00 PM EDT "," GARCIA, NX "," Jan 26, 08:00 AM  -  09:00 AM CDT ", 1 STOP ,deadhead - distance1982.3 mi, live Van20000 LB Suavitel,quick bid,no
12745097," Del Rio, TX"," Jan 19, 08:00 AM  -  06:00 PM CDT "," Urbana, OH "," Jan 23, 10:00 AM EDT",,deadhead - distance1395.7 mi, live Van - 53 Feet19250 LB Automotive Fre...," $2,757.26 ",no
12744605," Riverside, CA"," Jan 19, 08:00 AM  -  04:00 PM PDT "," South Bend, IN "," Jan 23, 08:00 AM EDT",,deadhead - distance2054.4 mi, live Van - 53 Feet18000 LB Consumer Goods,bid only,no
12744525," Riverside, CA"," Jan 19, 08:00 AM  -  04:00 PM PDT "," South Bend, IN "," Jan 23, 09:00 AM EDT",,deadhead - distance2054.4 mi, live Van - 53 Feet18000 LB Consumer Goods,bid only,no
12744442," Riverside, CA"," Jan 19, 08:00 AM  -  02:00 PM PDT "," South Bend, IN "," Jan 23, 10:00 AM EDT",,deadhead - distance2054.4 mi, live Van - 53 Feet18000 LB Consumer Goods,bid only,no
12743794," Fridley, MN"," Jan 19, 07:00 AM  -  03:30 PM CDT "," Cabool, MO "," Jan 20, 07:00 AM  -  03:00 PM CDT ",,deadhead - distance683.1 mi, live Van - 53 Feet43774 LB Food Stuffs," $1,632.20 ",no
12743748," Halls, TN"," Jan 19, 07:00 AM  -  04:00 PM CDT "," Edgerton, KS "," Jan 20, 01:00 PM CDT",,deadhead - distance495.3 mi, live Van45000 LB Freight Of All...," $1,225.01 ",no
12743741," Halls, TN"," Jan 19, 07:00 AM  -  04:00 PM CDT "," Edgerton, KS "," Jan 20, 12:00 PM CDT",,deadhead - distance495.3 mi, live Van45000 LB Freight Of All...," $1,225.01 ",no
12743735," Halls, TN"," Jan 19, 07:00 AM  -  04:00 PM CDT "," Edgerton, KS "," Jan 20, 12:00 PM CDT",,deadhead - distance495.3 mi, live Van43900 LB Freight Of All...," $1,225.01 ",no
12743725," Halls, TN"," Jan 19, 07:00 AM  -  04:00 PM CDT "," Edgerton, KS "," Jan 20, 11:00 AM CDT",,deadhead - distance495.3 mi, live Van45000 LB Freight Of All...," $1,225.01 ",no
12743710," Richmond, VA"," Jan 19, 08:00 AM EDT"," Mechanicsburg, PA "," Jan 20, 07:00 AM EDT",,deadhead - distance213 mi, live Van - 53 Feet17631 LB Medical Suppli..., $670.79 ,no
12743708," Halls, TN"," Jan 19, 07:00 AM  -  04:00 PM CDT "," Edgerton, KS "," Jan 20, 07:00 AM CDT",,deadhead - distance495.3 mi, live Van40000 LB Freight Of All...," $1,225.01 ",no
12741915," Munfordville, KY"," Jan 19, 08:00 AM  -  03:00 PM CDT "," Davenport, FL "," Jan 20, 06:00 AM  -  01:00 PM EDT ", 1 STOP ,deadhead - distance1020.7 mi, live Van - 53 Feet44000 LB Animal Feed," $2,824.04 ",no
12741757," Perry, GA"," Jan 19, 08:00 AM  -  04:00 PM EDT "," Van Nuys, CA "," Jan 23, 03:30 PM  -  03:30 PM PDT ",,deadhead - distance2290.2 mi, live Van - 53 Feet38704 LB Packaging Mate...," $2,464.17 ",no
12741044," Bolingbrook, IL"," Jan 19, 05:00 AM CDT"," Livermore, CA "," Jan 22, 10:00 PM PDT",,deadhead - distance2102 mi, live Van or Reefer with Team38000 LB Freight Of All...," $3,582.54 ",no
12740688," Normal, IL"," Jan 19, 07:00 AM CDT"," Wheeling, IL "," Jan 19, 11:00 AM  -  03:30 PM CDT ",,deadhead - distance143.5 mi, live Van - 53 Feet1330 LB Automotive Fre...,bid only,no
12740202," East Longmeadow, MA"," Jan 19, 08:00 AM EDT"," Latham, NY "," Jan 19, 02:00 PM EDT",,deadhead - distance97.6 mi, live Van - 53 Feet2509 LB Food Stuffs, $550.60 ,no
12739786," Jacksonville, FL"," Jan 19, 08:00 AM  -  03:30 PM EDT "," Circleville, OH "," Jan 20, 07:00 AM  -  05:00 PM EDT ",,deadhead - distance760.5 mi, live Van39000 LB Fiber Rolls," $1,394.75 ",no
12739770," Jacksonville, FL"," Jan 19, 08:00 AM  -  03:30 PM EDT "," Circleville, OH "," Jan 20, 07:00 AM  -  05:00 PM EDT ",,deadhead - distance760.5 mi, live Van39000 LB Fiber Rolls," $1,394.75 ",no
12739763," Jacksonville, FL"," Jan 19, 08:00 AM  -  03:30 PM EDT "," Circleville, OH "," Jan 20, 07:00 AM  -  05:00 PM EDT ",,deadhead - distance760.5 mi, live Van39000 LB Fiber Rolls," $1,394.75 ",no
12739758," Jacksonville, FL"," Jan 19, 08:00 AM  -  03:30 PM EDT "," Circleville, OH "," Jan 20, 07:00 AM  -  05:00 PM EDT ",,deadhead - distance760.5 mi, live Van39000 LB Fiber Rolls," $1,394.75 ",no
12738445," Lancaster, PA"," Jan 19, 08:00 AM EDT"," Buckner, KY "," Jan 20, 06:30 AM EDT",,deadhead - distance587.6 mi, live Van - 53 Feet44000 LB Food Stuffs," $1,121.24 ",no
12738029," Pooler, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Hope Mills, NC "," Jan 20, 03:45 PM EDT",,deadhead - distance253.5 mi, live Van - 53 Feet41632 LB Packaging Mate..., $658.14 ,no
12737533," Fitzgerald, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Totowa, NJ "," Jan 23, 08:00 AM  -  04:30 PM EDT ",,deadhead - distance923.3 mi, live Van43500 LB Food Stuffs," $1,698.18 ",no
12737513," Fitzgerald, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Totowa, NJ "," Jan 23, 08:00 AM  -  04:30 PM EDT ",,deadhead - distance923.3 mi, live Van43500 LB Food Stuffs," $1,698.18 ",no
12737443," Fitzgerald, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Totowa, NJ "," Jan 23, 08:00 AM  -  04:30 PM EDT ",,deadhead - distance923.3 mi, live Van43500 LB Food Stuffs," $1,698.18 ",no
12737393," Sylvester, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Totowa, NJ "," Jan 20, 08:00 AM  -  04:30 PM EDT ",,deadhead - distance950.9 mi, live Van43500 LB Food Stuffs," $1,698.18 ",no
12737371," Olivia, MN"," Jan 19, 07:00 AM  -  03:30 PM CDT "," Livingston, WI "," Jan 20, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance336.5 mi, live Van43950 LB Freight Of All..., $820.09 ,no
12737302," Aurora, IL"," Jan 19, 07:00 AM  -  10:00 AM CDT "," Waukesha, WI "," Jan 19, 11:00 AM  -  02:30 PM CDT ",,deadhead - distance99.4 mi, live Van - 53 Feet25000 LB Rotors, $404.78 ,no
12737283," Aurora, IL"," Jan 19, 07:00 AM  -  10:00 AM CDT "," Waukesha, WI "," Jan 19, 11:00 AM  -  02:30 PM CDT ",,deadhead - distance99.4 mi, live Van - 53 Feet34000 LB Rotors, $404.78 ,no
12737239," Sylvester, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Totowa, NJ "," Jan 20, 08:00 AM  -  04:30 PM EDT ",,deadhead - distance950.9 mi, live Van43500 LB Food Stuffs," $1,698.18 ",no
12736678," Queensbury, NY"," Jan 19, 08:00 AM  -  03:30 PM EDT "," Atlanta, GA "," Jan 23, 07:00 AM  -  11:00 AM EDT ",,deadhead - distance1065.2 mi, live Van - 53 Feet12000 LB Medical Suppli...," $1,806.04 ",no
12736148," Bainbridge, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Jackson, TN "," Jan 20, 09:00 AM CDT",,deadhead - distance467.9 mi, live Van42945 LB Bagged Sulfur , $776.77 ,no
12734279," Naperville, IL"," Jan 19, 07:00 AM  -  11:00 AM CDT "," San Marcos, TX "," Jan 22, 08:30 PM  -  08:30 PM CDT ",,deadhead - distance1131.7 mi, live Van15000 LB Aluminum Cookw...," $2,352.00 ",no
12734267," Naperville, IL"," Jan 19, 07:00 AM  -  11:00 AM CDT "," San Marcos, TX "," Jan 22, 07:30 PM  -  07:30 PM CDT ",,deadhead - distance1131.7 mi, live Van15000 LB Aluminum Cookw...," $2,352.00 ",no
12731120," Rochelle, IL"," Jan 19, 07:00 AM  -  02:30 PM CDT "," Rancho Cucamonga, CA "," Jan 23, 08:00 AM  -  08:00 AM PDT ",,deadhead - distance1887.7 mi, live Van - 53 Feet30000 LB Food Stuffs," $2,899.53 ",no
12731020," St. Louis, MO"," Jan 19, 07:00 AM  -  02:00 PM CST "," Chicago, IL "," Jan 20, 06:30 AM  -  09:30 AM CDT ",,deadhead - distance289.5 mi, live Van - 53 Feet9600 LB Totes/drums, $581.42 ,no
12730719," Brookville, PA"," Jan 19, 08:00 AM  -  04:00 PM EDT "," Lawrenceburg, KY "," Jan 20, 01:30 PM EDT",,deadhead - distance472.6 mi, live Van - 53 Feet38420 LB Freight Of All...," $1,075.21 ",no
12730710," Brookville, PA"," Jan 19, 08:00 AM  -  04:00 PM EDT "," Lawrenceburg, KY "," Jan 20, 12:30 PM EDT",,deadhead - distance472.6 mi, live Van - 53 Feet38420 LB Freight Of All...," $1,075.21 ",no
12729390," Milton, DE"," Jan 19, 08:00 AM  -  08:00 AM EDT "," Gaithersburg, MD "," Jan 19, 12:30 PM  -  12:30 PM EDT ",,deadhead - distance122.7 mi," live Van - 53 Feet45000 LB Alcohol, Beer,...", $585.80 ,no
12729188," Ashtabula, OH"," Jan 19, 08:00 AM  -  02:00 PM EDT "," Statesville, NC "," Jan 20, 09:00 AM EDT",,deadhead - distance518.6 mi, live Van - 53 Feet43000 LB Non Haz Chemic...," $1,416.84 ",no
12728024," Columbus, GA"," Jan 19, 08:00 AM  -  08:00 AM EDT "," Port Huron, MI "," Jan 20, 12:00 PM  -  12:00 PM EDT ",,deadhead - distance874.9 mi, live Van - 53 Feet40039 LB Consumer Goods," $1,772.11 ",no
12726442," Hersey, MI"," Jan 19, 08:00 AM  -  06:00 PM EDT "," Watkins Glen, NY "," Jan 20, 04:00 PM EDT",,deadhead - distance541.5 mi, live Van - 53 Feet44004 LB Salt," $1,984.09 ",no
12726402," Hersey, MI"," Jan 19, 08:00 AM  -  06:00 PM EDT "," Watkins Glen, NY "," Jan 20, 04:00 PM EDT",,deadhead - distance541.5 mi, live Van - 53 Feet44004 LB Salt," $1,984.09 ",no
12726382," Hersey, MI"," Jan 19, 08:00 AM  -  06:00 PM EDT "," Watkins Glen, NY "," Jan 20, 04:00 PM EDT",,deadhead - distance541.5 mi, live Van - 53 Feet44004 LB Salt," $1,984.09 ",no
12726363," Hersey, MI"," Jan 19, 08:00 AM  -  06:00 PM EDT "," Watkins Glen, NY "," Jan 20, 04:00 PM EDT",,deadhead - distance541.5 mi, live Van - 53 Feet44004 LB Salt," $1,984.09 ",no
12726347," Hersey, MI"," Jan 19, 08:00 AM  -  06:00 PM EDT "," Watkins Glen, NY "," Jan 20, 03:00 PM EDT",,deadhead - distance541.5 mi, live Van - 53 Feet44004 LB Salt," $1,984.09 ",no
12726097," Hersey, MI"," Jan 19, 08:00 AM  -  06:00 PM EDT "," Watkins Glen, NY "," Jan 20, 03:00 PM EDT",,deadhead - distance541.5 mi, live Van - 53 Feet44004 LB Salt," $1,984.09 ",no
12724150," Lumber City, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Moncks Corner, SC "," Jan 20, 08:00 AM  -  04:00 PM EDT ", 2 STOPS ,deadhead - distance252.3 mi, live Van35541 LB Consumer Goods,bid only,no
12723926," Lumber City, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Sumter, SC "," Jan 20, 08:00 AM  -  04:00 PM EDT ", 2 STOPS ,deadhead - distance244.3 mi, live Van35541 LB Consumer Goods,bid only,no
12723918," Lumber City, GA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Summerville, SC "," Jan 20, 08:00 AM  -  04:00 PM EDT ", 1 STOP ,deadhead - distance204.1 mi, live Van35063 LB Consumer Goods,bid only,no
12723586," Garland, TX"," Jan 19, 07:00 AM  -  01:00 PM CDT "," Wichita, KS "," Jan 20, 08:00 AM CDT",,deadhead - distance374 mi, live Van - 53 Feet20568 LB Packaging Mate..., $761.95 ,no
12721834," Carteret, NJ"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Orangeburg, NY "," Jan 19, 09:00 AM  -  03:00 PM EDT ",,deadhead - distance40.2 mi, live Van or Reefer Hazmat23430 LB Hazmat Chemica..., $520.01 ,no
12721826," Simsboro, LA"," Jan 19, 07:00 AM  -  03:00 PM CDT "," Von Ormy, TX "," Jan 20, 09:00 AM CDT",,deadhead - distance529.1 mi, live Van - 53 Feet44000 LB Food Stuffs," $1,093.22 ",no
12721533," Simsboro, LA"," Jan 19, 07:00 AM  -  03:00 PM CDT "," Von Ormy, TX "," Jan 20, 08:00 AM CDT",,deadhead - distance529.1 mi, live Van - 53 Feet44000 LB Food Stuffs," $1,093.22 ",no
12720977," Mcdonough, GA"," Jan 19, 08:00 AM EDT"," Douglas, GA "," Jan 19, 08:00 PM EDT",,deadhead - distance178 mi, live Van - 53 Feet43179 LB Landscaping Ma..., $648.01 ,no
12720854," Winchester, VA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Burlington, NJ "," Jan 20, 11:00 AM  -  11:00 AM EDT ",,deadhead - distance215.6 mi, live Van - 53 Feet13176 LB Construction S..., $775.08 ,no
12715024," Orestes, IN"," Jan 19, 08:00 AM EDT"," Louisville, KY "," Jan 19, 05:00 PM EDT",,deadhead - distance165.9 mi, live Van - 53 Feet41499 LB Food Stuffs, $645.72 ,no
12714892," Minneapolis, MN"," Jan 19, 07:00 AM  -  03:00 PM CDT "," Valparaiso, IN "," Jan 20, 07:30 AM CDT",,deadhead - distance466.5 mi, live Van - 53 Feet44500 LB Bales, $823.90 ,no
12705945," Severn, NC"," Jan 19, 08:00 AM  -  07:00 PM EDT "," Oakdale, NY "," Jan 20, 10:00 AM  -  01:00 PM EDT ", 1 STOP ,deadhead - distance487.1 mi, live Van or Reefer - 5331818 LB Truckload Of P...," $1,650.82 ",no
12696445," Haleyville, AL"," Jan 19, 07:00 AM CDT"," Charlotte, NC "," Jan 21, 10:00 AM EDT", 2 STOPS ,deadhead - distance478.9 mi, live Van - 53 Feet7049 LB Consumer Goods," $1,142.25 ",no
12694897," Lebanon, TN"," Jan 19, 07:00 AM  -  10:00 AM EDT "," Rocky Mount, NC "," Jan 20, 02:00 AM EDT",,deadhead - distance566.7 mi, live Van - 53 Feet42712 LB Retail Goods," $1,339.58 ",no
12690328," Kenbridge, VA"," Jan 19, 08:00 AM  -  03:00 PM EDT "," Ancram, NY "," Jan 20, 08:00 AM  -  02:00 PM EDT ",,deadhead - distance528 mi, live Van42000 LB Paper," $1,537.11 ",no
12685156," Antioch, IL"," Jan 19, 07:00 AM  -  11:00 AM CDT "," Fayetteville, AR "," Jan 20, 12:00 PM  -  12:00 PM CDT ",,deadhead - distance698.4 mi, live Van20000 LB Aluminum Cookw...," $1,960.00 ",no
12674867," Garland, TX"," Jan 19, 08:00 AM CDT"," Lexington, KY "," Jan 23, 09:00 AM  -  03:00 PM EDT ", 1 STOP ,deadhead - distance877 mi, live Van38000 LB Medical Suppli...," $1,455.91 ",no
12610143," Romeoville, IL"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Zanesville, OH "," Jan 20, 10:00 AM EDT",,deadhead - distance426.3 mi, live Van - 53 Feet19269 LB Consumer Goods," $1,010.27 ",no
12609933," Romeoville, IL"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Marion, IN "," Jan 19, 09:00 PM EDT",,deadhead - distance188.7 mi, live Van - 53 Feet17488 LB Consumer Goods, $607.66 ,no
12744252," Sulphur, LA"," Jan 19, 07:30 AM  -  11:00 AM CDT "," Cartersville, GA "," Jan 20, 11:11 AM EDT",,deadhead - distance667.1 mi, live Van - 53 Feet43353 LB Consumer Goods," $1,172.30 ",no
12744099," Fort Worth, TX"," Jan 19, 07:30 AM  -  03:00 PM CDT "," El Reno, OK "," Jan 20, 07:00 AM  -  11:00 AM CDT ",,deadhead - distance204.9 mi, live Van or Reefer - 537104 LB Non Hazmat Che..., $654.52 ,no
12724199," Sulphur, LA"," Jan 19, 07:30 AM  -  11:00 AM CDT "," Dallas, TX "," Jan 20, 06:00 AM  -  02:00 PM CDT ",,deadhead - distance329.9 mi, live Van - 53 Feet43353 LB Consumer Goods, $635.73 ,no
12722119," Williamson, NY"," Jan 19, 08:30 AM EDT"," Greenwood, IN "," Jan 20, 07:00 AM EDT",,deadhead - distance604.5 mi, live Van - 53 Feet40248 LB Consumer Goods," $1,396.33 ",no
12719875," Pine Bluff, AR"," Jan 19, 07:30 AM  -  02:00 PM CDT "," Collierville, TN "," Jan 20, 08:00 AM  -  04:00 PM CDT ", 2 STOPS ,deadhead - distance197.5 mi, live Van44000 LB Consumer Goods,bid only,no
12719801," Pine Bluff, AR"," Jan 19, 07:30 AM  -  02:00 PM CDT "," Arlington, TN "," Jan 20, 08:00 AM  -  04:00 PM CDT ", 2 STOPS ,deadhead - distance275.3 mi, live Van42000 LB Consumer Goods,bid only,no
12717346," Mcdonough, GA"," Jan 19, 08:30 AM EDT"," Cullman, AL "," Jan 19, 04:15 PM CDT",,deadhead - distance208 mi, live Van - 53 Feet43100 LB Landscaping Ma..., $746.85 ,no
12717291," Mcdonough, GA"," Jan 19, 08:30 AM EDT"," Cullman, AL "," Jan 19, 04:15 PM CDT",,deadhead - distance208 mi, live Van - 53 Feet43100 LB Landscaping Ma..., $746.85 ,no
12710874," Sulphur, LA"," Jan 19, 07:30 AM  -  11:00 AM CDT "," Sumter, SC "," Jan 21, 08:00 AM  -  12:00 PM EDT ",,deadhead - distance907.9 mi, live Van - 53 Feet42410 LB Consumer Goods," $1,678.54 ",no
12705643," Stillmore, GA"," Jan 19, 08:30 AM EDT"," Tracy, CA "," Jan 24, 08:30 AM PDT",,deadhead - distance2600.8 mi, live Van - 53 Feet44000 LB Ks Chicken Bre...," $3,862.24 ",no
12743872," Sylacauga, AL"," Jan 19, 08:00 AM  -  02:00 PM CDT "," El Centro, CA "," Jan 23, 08:00 AM  -  04:00 PM PDT ",,deadhead - distance1928.7 mi, live Van - 53 Feet40000 LB Consumer Goods,bid only,no
12743785," Miami, FL"," Jan 19, 08:00 AM  -  08:00 AM EDT "," Addison, IL "," Jan 23, 09:00 AM CDT",,deadhead - distance1405.1 mi, live Large Straight7900 LB Furniture," $1,575.00 ",no
12743679," Norcross, GA"," Jan 19, 08:00 AM  -  02:00 PM EDT "," New Johnsonville, TN "," Jan 20, 08:00 AM  -  12:00 PM CDT ",,deadhead - distance330.2 mi, live Van or Reefer Hazmat20662 LB Hazmat Chemica..., $881.71 ,no
12742663," Cowpens, SC"," Jan 19, 09:00 AM EDT"," Wytheville, VA "," Jan 19, 03:00 PM EDT",,deadhead - distance196.2 mi, live Van - 53 Feet3675 LB Food Stuffs, $623.41 ,no
12742575," Remington, IN"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Lawrenceburg, TN "," Jan 20, 10:00 AM CDT",,deadhead - distance462.7 mi, live Van44300 LB Freight Of All...," $1,113.50 ",no
12742501," Eastaboga, AL"," Jan 19, 08:00 AM  -  08:00 PM CDT "," Decatur, AL "," Jan 20, 07:30 AM  -  08:30 AM CDT ",,deadhead - distance111.3 mi, live Van - 53 Feet42000 LB Pre Fab Buildi..., $485.66 ,no
12742205," Zanesville, OH"," Jan 19, 09:00 AM EDT"," Mcdonough, GA "," Jan 20, 09:00 AM EDT",,deadhead - distance654.5 mi, live Reefer - 5330753 LB Consumer Goods,bid only,no
12741202," Manhattan, KS"," Jan 19, 08:00 AM  -  03:00 PM CDT "," Romeoville, IL "," Jan 20, 10:00 AM CDT",,deadhead - distance577.7 mi, live Van or Reefer42000 LB Cans," $1,051.98 ",no
12741189," Manhattan, KS"," Jan 19, 08:00 AM  -  03:00 PM CDT "," Romeoville, IL "," Jan 20, 09:30 AM CDT",,deadhead - distance577.7 mi, live Van or Reefer42000 LB Cans," $1,051.98 ",no
12741170," Manhattan, KS"," Jan 19, 08:00 AM  -  03:00 PM CDT "," Romeoville, IL "," Jan 20, 07:00 AM CDT",,deadhead - distance577.7 mi, live Van or Reefer42000 LB Cans," $1,051.98 ",no
12740587," Lake Havasu City, AZ"," Jan 19, 07:00 AM MST"," Hermiston, OR "," Jan 21, 05:30 AM PDT",,deadhead - distance1018.2 mi, live Van - 53 Feet12276 LB Consumer Goods," $2,790.79 ",no
12737187," Remington, IN"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Lawrenceburg, TN "," Jan 20, 09:30 AM CDT",,deadhead - distance462.7 mi, live Van44960 LB Freight Of All...," $1,113.50 ",no
12737165," Remington, IN"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Lawrenceburg, TN "," Jan 20, 09:30 AM CDT",,deadhead - distance462.7 mi, live Van44960 LB Freight Of All...," $1,113.50 ",no
12736374," Remington, IN"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Lawrenceburg, TN "," Jan 20, 09:00 AM CDT",,deadhead - distance462.7 mi, live Van44810 LB Freight Of All...," $1,113.50 ",no
12736219," Remington, IN"," Jan 19, 08:00 AM  -  04:00 PM CDT "," Lawrenceburg, TN "," Jan 20, 09:00 AM CDT",,deadhead - distance462.7 mi, live Van30000 LB Freight Of All...," $1,113.50 ",no
12734441," Nashville, TN"," Jan 19, 08:00 AM  -  02:00 PM CDT "," Stevenson, AL "," Jan 19, 06:00 PM CDT",,deadhead - distance120.8 mi, live Van45000 LB Bales, $493.89 ,no
12734385," Anniston, AL"," Jan 19, 08:00 AM  -  03:00 PM CDT "," Stevenson, AL "," Jan 19, 06:00 PM CDT",,deadhead - distance111 mi, live Van45000 LB Bales, $430.06 ,no
12730837," New Bern, NC"," Jan 19, 09:00 AM EDT"," Manteno, IL "," Jan 21, 07:00 AM CDT",,deadhead - distance897.1 mi, live Van11894 LB Appliances,bid only,no
12730274," Blythewood, SC"," Jan 19, 09:00 AM EDT"," Knoxville, TN "," Jan 19, 09:00 PM EDT",,deadhead - distance269.2 mi, live Van - 53 Feet3472 LB Food Stuffs, $811.17 ,no
